ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia_Correctivo,Frecuencia_Preventivo
1882,449,2020-03-19 09:00:00,Preventivo,9189.06,11,Planta Norte,11,12
1883,231,2020-03-19 10:00:00,Correctivo,5155.04,40,Planta Este,14,6
1884,59,2020-03-19 11:00:00,Correctivo,1906.67,32,Planta Este,20,9
1885,492,2020-03-19 12:00:00,Correctivo,9412.3,45,Planta Oeste,14,9
1886,347,2020-03-19 13:00:00,Correctivo,6707.79,20,Planta Sur,8,9
1887,359,2020-03-19 14:00:00,Preventivo,9900.71,21,Planta Norte,6,13
1888,495,2020-03-19 15:00:00,Correctivo,365.68,12,Planta Oeste,12,11
1889,305,2020-03-19 16:00:00,Preventivo,4958.65,37,Planta Oeste,9,10
1890,337,2020-03-19 17:00:00,Correctivo,3255.22,3,Planta Este,13,11
1891,484,2020-03-19 18:00:00,Preventivo,5215.53,20,Planta Este,11,11
1892,302,2020-03-19 19:00:00,Correctivo,6125.04,30,Planta Norte,13,5
1893,428,2020-03-19 20:00:00,Preventivo,918.63,31,Planta Este,17,10
1894,422,2020-03-19 21:00:00,Correctivo,9187.13,40,Planta Norte,9,8
1895,481,2020-03-19 22:00:00,Preventivo,6047.84,23,Planta Oeste,4,9
1896,259,2020-03-19 23:00:00,Correctivo,6884.07,45,Planta Este,14,11
1897,235,2020-03-20 00:00:00,Correctivo,8536.79,38,Planta Norte,14,10
1898,136,2020-03-20 01:00:00,Preventivo,3176.37,7,Planta Norte,4,13
1899,149,2020-03-20 02:00:00,Correctivo,4450.1,3,Planta Este,6,10
1900,220,2020-03-20 03:00:00,Correctivo,6556.52,44,Planta Norte,11,14
1901,147,2020-03-20 04:00:00,Correctivo,5112.15,11,Planta Oeste,15,6
1902,333,2020-03-20 05:00:00,Correctivo,4006.84,10,Planta Este,8,8
1903,312,2020-03-20 06:00:00,Preventivo,5836.87,27,Planta Norte,17,11
1904,43,2020-03-20 07:00:00,Preventivo,9377.09,9,Planta Norte,8,9
1905,378,2020-03-20 08:00:00,Correctivo,1190.63,20,Planta Este,11,12
1906,296,2020-03-20 09:00:00,Preventivo,1265.77,19,Planta Este,9,8
1907,155,2020-03-20 10:00:00,Preventivo,2949.83,25,Planta Oeste,4,10
1908,144,2020-03-20 11:00:00,Correctivo,1025.34,6,Planta Este,6,8
1909,353,2020-03-20 12:00:00,Correctivo,1802.25,47,Planta Sur,10,12
1910,96,2020-03-20 13:00:00,Preventivo,4322.66,43,Planta Este,12,10
1911,144,2020-03-20 14:00:00,Preventivo,9557.19,34,Planta Norte,6,8
1912,353,2020-03-20 15:00:00,Preventivo,4700.43,22,Planta Oeste,10,12
1913,328,2020-03-20 16:00:00,Correctivo,3579.66,40,Planta Oeste,13,7
1914,129,2020-03-20 17:00:00,Correctivo,1944.64,24,Planta Sur,10,12
1915,232,2020-03-20 18:00:00,Correctivo,1822.12,31,Planta Sur,10,11
1916,477,2020-03-20 19:00:00,Correctivo,1190.81,2,Planta Sur,9,15
1917,180,2020-03-20 20:00:00,Correctivo,4962.76,20,Planta Sur,10,9
1918,263,2020-03-20 21:00:00,Preventivo,3287.27,36,Planta Sur,10,9
1919,206,2020-03-20 22:00:00,Correctivo,7015.8,30,Planta Norte,10,6
1920,127,2020-03-20 23:00:00,Correctivo,4855.33,2,Planta Norte,11,9
1921,61,2020-03-21 00:00:00,Correctivo,9929.51,29,Planta Este,11,7
1922,483,2020-03-21 01:00:00,Preventivo,5916.19,5,Planta Oeste,18,12
1923,89,2020-03-21 02:00:00,Correctivo,7112.77,39,Planta Oeste,19,8
1924,164,2020-03-21 03:00:00,Preventivo,5664.66,37,Planta Este,16,12
1925,235,2020-03-21 04:00:00,Correctivo,7793.51,13,Planta Oeste,14,10
1926,298,2020-03-21 05:00:00,Preventivo,7184.13,34,Planta Sur,9,15
1927,368,2020-03-21 06:00:00,Preventivo,2419.38,40,Planta Oeste,12,9
1928,91,2020-03-21 07:00:00,Correctivo,7944.74,14,Planta Este,11,11
1929,26,2020-03-21 08:00:00,Preventivo,9237.04,11,Planta Sur,10,10
1930,72,2020-03-21 09:00:00,Preventivo,9768.52,15,Planta Oeste,8,11
1931,455,2020-03-21 10:00:00,Correctivo,8226.39,30,Planta Sur,15,7
1932,313,2020-03-21 11:00:00,Preventivo,3992.11,5,Planta Norte,9,11
1933,304,2020-03-21 12:00:00,Preventivo,7473.95,12,Planta Norte,8,11
1934,169,2020-03-21 13:00:00,Correctivo,7883.43,12,Planta Este,11,10
1935,352,2020-03-21 14:00:00,Correctivo,7305.89,45,Planta Este,10,7
1936,357,2020-03-21 15:00:00,Correctivo,5206.08,13,Planta Este,12,10
1937,408,2020-03-21 16:00:00,Preventivo,588.89,25,Planta Norte,8,17
1938,400,2020-03-21 17:00:00,Correctivo,4565.45,4,Planta Sur,13,11
1939,192,2020-03-21 18:00:00,Correctivo,7277.78,42,Planta Este,6,4
1940,379,2020-03-21 19:00:00,Preventivo,7815.43,4,Planta Este,10,11
1941,275,2020-03-21 20:00:00,Preventivo,609.42,21,Planta Oeste,8,16
1942,200,2020-03-21 21:00:00,Preventivo,6257.47,44,Planta Sur,5,12
1943,216,2020-03-21 22:00:00,Correctivo,8261.91,20,Planta Este,11,12
1944,92,2020-03-21 23:00:00,Preventivo,5186.09,11,Planta Este,14,11
1945,40,2020-03-22 00:00:00,Correctivo,5163.63,46,Planta Sur,7,13
1946,117,2020-03-22 01:00:00,Correctivo,2245.02,27,Planta Oeste,8,9
1947,411,2020-03-22 02:00:00,Correctivo,7512.26,38,Planta Norte,8,9
1948,388,2020-03-22 03:00:00,Preventivo,2662.0,2,Planta Norte,8,9
1949,257,2020-03-22 04:00:00,Preventivo,3001.4,41,Planta Este,11,9
1950,73,2020-03-22 05:00:00,Preventivo,3046.73,30,Planta Este,12,10
1951,325,2020-03-22 06:00:00,Correctivo,1019.86,37,Planta Oeste,12,4
1952,201,2020-03-22 07:00:00,Correctivo,8415.29,31,Planta Oeste,13,10
1953,20,2020-03-22 08:00:00,Correctivo,5880.28,42,Planta Este,13,6
1954,302,2020-03-22 09:00:00,Correctivo,7607.97,45,Planta Este,13,5
1955,327,2020-03-22 10:00:00,Preventivo,4309.53,37,Planta Este,10,11
1956,66,2020-03-22 11:00:00,Correctivo,4362.62,38,Planta Este,13,6
1957,363,2020-03-22 12:00:00,Preventivo,9784.51,4,Planta Sur,11,6
1958,181,2020-03-22 13:00:00,Preventivo,6033.98,13,Planta Norte,12,7
1959,8,2020-03-22 14:00:00,Correctivo,8345.37,5,Planta Sur,16,11
1960,425,2020-03-22 15:00:00,Preventivo,5240.0,35,Planta Oeste,10,10
1961,319,2020-03-22 16:00:00,Correctivo,7431.29,27,Planta Norte,15,17
1962,367,2020-03-22 17:00:00,Correctivo,2028.25,29,Planta Oeste,8,11
1963,13,2020-03-22 18:00:00,Preventivo,3430.86,40,Planta Sur,8,10
1964,385,2020-03-22 19:00:00,Preventivo,1509.3,6,Planta Este,7,17
1965,268,2020-03-22 20:00:00,Correctivo,8031.38,24,Planta Norte,7,17
1966,181,2020-03-22 21:00:00,Preventivo,4524.09,21,Planta Norte,12,7
1967,421,2020-03-22 22:00:00,Preventivo,7336.36,33,Planta Norte,14,16
1968,94,2020-03-22 23:00:00,Preventivo,8831.42,26,Planta Sur,4,12
1969,361,2020-03-23 00:00:00,Correctivo,884.39,25,Planta Sur,8,10
1970,36,2020-03-23 01:00:00,Correctivo,2018.93,10,Planta Norte,10,9
1971,451,2020-03-23 02:00:00,Correctivo,4847.8,6,Planta Sur,10,11
1972,207,2020-03-23 03:00:00,Preventivo,2175.85,8,Planta Oeste,14,13
1973,118,2020-03-23 04:00:00,Preventivo,5857.51,34,Planta Norte,12,10
1974,464,2020-03-23 05:00:00,Correctivo,8347.81,26,Planta Este,13,8
1975,21,2020-03-23 06:00:00,Preventivo,7371.61,34,Planta Oeste,13,10
1976,445,2020-03-23 07:00:00,Preventivo,8479.37,46,Planta Norte,8,12
1977,430,2020-03-23 08:00:00,Correctivo,6597.19,41,Planta Oeste,15,10
1978,57,2020-03-23 09:00:00,Correctivo,958.95,5,Planta Norte,9,14
1979,423,2020-03-23 10:00:00,Correctivo,9677.77,25,Planta Sur,11,13
1980,295,2020-03-23 11:00:00,Correctivo,5156.26,26,Planta Sur,13,12
1981,438,2020-03-23 12:00:00,Correctivo,321.29,44,Planta Norte,8,7
1982,194,2020-03-23 13:00:00,Correctivo,8033.76,36,Planta Sur,8,9
1983,395,2020-03-23 14:00:00,Preventivo,6713.11,36,Planta Este,8,13
1984,208,2020-03-23 15:00:00,Preventivo,4800.26,21,Planta Este,5,8
1985,99,2020-03-23 16:00:00,Correctivo,2449.93,5,Planta Oeste,14,10
1986,484,2020-03-23 17:00:00,Correctivo,8172.39,30,Planta Norte,11,11
1987,12,2020-03-23 18:00:00,Preventivo,2962.04,24,Planta Oeste,14,11
1988,127,2020-03-23 19:00:00,Preventivo,4661.95,24,Planta Sur,11,9
1989,430,2020-03-23 20:00:00,Correctivo,4065.56,40,Planta Oeste,15,10
1990,177,2020-03-23 21:00:00,Correctivo,8567.6,28,Planta Este,9,12
1991,451,2020-03-23 22:00:00,Correctivo,1367.95,3,Planta Este,10,11
1992,30,2020-03-23 23:00:00,Preventivo,7057.94,4,Planta Oeste,11,13
1993,357,2020-03-24 00:00:00,Correctivo,333.54,7,Planta Sur,12,10
1994,304,2020-03-24 01:00:00,Correctivo,1342.57,38,Planta Sur,8,11
1995,260,2020-03-24 02:00:00,Preventivo,765.41,17,Planta Norte,5,14
1996,381,2020-03-24 03:00:00,Correctivo,2190.62,29,Planta Sur,10,8
1997,148,2020-03-24 04:00:00,Preventivo,8218.85,19,Planta Norte,4,15
1998,368,2020-03-24 05:00:00,Preventivo,651.0,21,Planta Este,12,9
1999,473,2020-03-24 06:00:00,Correctivo,3730.72,38,Planta Oeste,9,11
2000,348,2020-03-24 07:00:00,Correctivo,8970.19,35,Planta Norte,13,12
2001,421,2020-03-24 08:00:00,Correctivo,8423.55,22,Planta Norte,14,16
2002,190,2020-03-24 09:00:00,Preventivo,1612.27,21,Planta Este,14,5
2003,279,2020-03-24 10:00:00,Correctivo,3569.83,1,Planta Oeste,9,9
2004,196,2020-03-24 11:00:00,Correctivo,771.27,31,Planta Norte,11,13
2005,232,2020-03-24 12:00:00,Correctivo,4591.14,42,Planta Oeste,10,11
2006,81,2020-03-24 13:00:00,Correctivo,8489.44,37,Planta Oeste,10,11
2007,253,2020-03-24 14:00:00,Preventivo,1087.61,30,Planta Este,8,10
2008,66,2020-03-24 15:00:00,Preventivo,5527.89,36,Planta Este,13,6
2009,80,2020-03-24 16:00:00,Correctivo,703.0,27,Planta Oeste,12,11
2010,180,2020-03-24 17:00:00,Preventivo,8970.97,7,Planta Este,10,9
2011,418,2020-03-24 18:00:00,Preventivo,3801.71,28,Planta Este,16,9
2012,356,2020-03-24 19:00:00,Preventivo,4094.27,41,Planta Norte,15,14
2013,437,2020-03-24 20:00:00,Preventivo,3269.35,22,Planta Norte,8,10
2014,381,2020-03-24 21:00:00,Correctivo,4501.74,23,Planta Sur,10,8
2015,287,2020-03-24 22:00:00,Correctivo,599.86,36,Planta Este,10,6
2016,248,2020-03-24 23:00:00,Correctivo,6207.48,45,Planta Sur,11,10
2017,332,2020-03-25 00:00:00,Correctivo,8194.28,5,Planta Este,14,12
2018,263,2020-03-25 01:00:00,Preventivo,4164.03,12,Planta Sur,10,9
2019,239,2020-03-25 02:00:00,Preventivo,3911.28,19,Planta Oeste,10,9
2020,459,2020-03-25 03:00:00,Preventivo,4476.34,41,Planta Este,11,8
2021,39,2020-03-25 04:00:00,Preventivo,6403.97,39,Planta Este,13,13
2022,380,2020-03-25 05:00:00,Correctivo,3591.16,47,Planta Oeste,10,6
2023,375,2020-03-25 06:00:00,Correctivo,1428.46,41,Planta Norte,14,9
2024,446,2020-03-25 07:00:00,Correctivo,7348.69,23,Planta Sur,7,9
2025,198,2020-03-25 08:00:00,Correctivo,8021.47,16,Planta Sur,8,7
2026,165,2020-03-25 09:00:00,Preventivo,9268.8,1,Planta Este,6,6
2027,316,2020-03-25 10:00:00,Preventivo,8491.71,35,Planta Sur,8,6
2028,413,2020-03-25 11:00:00,Correctivo,3228.58,26,Planta Norte,8,8
2029,28,2020-03-25 12:00:00,Preventivo,7888.98,5,Planta Oeste,10,4
2030,75,2020-03-25 13:00:00,Preventivo,4629.17,16,Planta Sur,9,8
2031,158,2020-03-25 14:00:00,Preventivo,9765.21,42,Planta Norte,6,11
2032,57,2020-03-25 15:00:00,Preventivo,917.74,27,Planta Oeste,9,14
2033,443,2020-03-25 16:00:00,Preventivo,6955.81,2,Planta Oeste,19,13
2034,443,2020-03-25 17:00:00,Preventivo,800.46,45,Planta Oeste,19,13
2035,212,2020-03-25 18:00:00,Correctivo,406.96,40,Planta Este,11,8
2036,52,2020-03-25 19:00:00,Preventivo,6508.73,13,Planta Norte,11,12
2037,341,2020-03-25 20:00:00,Correctivo,5626.57,34,Planta Norte,8,8
2038,293,2020-03-25 21:00:00,Preventivo,3731.98,33,Planta Oeste,14,9
2039,400,2020-03-25 22:00:00,Correctivo,888.49,41,Planta Sur,13,11
2040,180,2020-03-25 23:00:00,Preventivo,1910.04,15,Planta Este,10,9
2041,35,2020-03-26 00:00:00,Correctivo,1506.62,8,Planta Norte,10,6
2042,351,2020-03-26 01:00:00,Preventivo,4502.73,8,Planta Oeste,11,7
2043,281,2020-03-26 02:00:00,Correctivo,1698.3,36,Planta Sur,20,10
2044,455,2020-03-26 03:00:00,Correctivo,2153.19,42,Planta Este,15,7
2045,366,2020-03-26 04:00:00,Correctivo,2741.69,25,Planta Norte,18,5
2046,399,2020-03-26 05:00:00,Preventivo,4852.36,39,Planta Sur,6,11
2047,343,2020-03-26 06:00:00,Correctivo,4465.35,24,Planta Norte,15,13
2048,491,2020-03-26 07:00:00,Correctivo,938.11,42,Planta Sur,13,6
2049,467,2020-03-26 08:00:00,Correctivo,4429.56,47,Planta Sur,14,8
2050,153,2020-03-26 09:00:00,Preventivo,7241.47,33,Planta Sur,13,15
2051,340,2020-03-26 10:00:00,Correctivo,830.57,27,Planta Sur,8,17
2052,485,2020-03-26 11:00:00,Preventivo,1196.64,13,Planta Oeste,9,11
2053,317,2020-03-26 12:00:00,Preventivo,5634.53,22,Planta Este,10,9
2054,277,2020-03-26 13:00:00,Preventivo,2106.72,15,Planta Norte,6,9
2055,277,2020-03-26 14:00:00,Preventivo,1426.36,1,Planta Sur,6,9
2056,283,2020-03-26 15:00:00,Correctivo,9110.73,2,Planta Este,13,18
2057,158,2020-03-26 16:00:00,Preventivo,3364.88,33,Planta Oeste,6,11
2058,111,2020-03-26 17:00:00,Correctivo,8499.41,16,Planta Oeste,13,8
2059,335,2020-03-26 18:00:00,Preventivo,6465.03,38,Planta Este,8,18
2060,62,2020-03-26 19:00:00,Preventivo,7389.23,13,Planta Norte,7,9
2061,411,2020-03-26 20:00:00,Preventivo,832.52,21,Planta Oeste,8,9
2062,465,2020-03-26 21:00:00,Preventivo,1063.88,9,Planta Oeste,15,11
2063,167,2020-03-26 22:00:00,Preventivo,7917.48,14,Planta Este,14,5
2064,486,2020-03-26 23:00:00,Preventivo,1266.71,46,Planta Este,11,4
2065,15,2020-03-27 00:00:00,Preventivo,2189.85,35,Planta Norte,11,10
2066,237,2020-03-27 01:00:00,Correctivo,4978.504600981276,12,Planta Este,10,12
2067,329,2020-03-27 02:00:00,Preventivo,1952.4,34,Planta Este,12,12
2068,11,2020-03-27 03:00:00,Preventivo,2535.49,20,Planta Norte,9,10
2069,29,2020-03-27 04:00:00,Correctivo,2359.05,43,Planta Sur,10,5
2070,411,2020-03-27 05:00:00,Preventivo,6184.51,2,Planta Este,8,9
2071,332,2020-03-27 06:00:00,Correctivo,556.25,34,Planta Sur,14,12
2072,192,2020-03-27 07:00:00,Correctivo,5362.92,42,Planta Oeste,6,4
2073,283,2020-03-27 08:00:00,Preventivo,9357.36,26,Planta Norte,13,18
2074,215,2020-03-27 09:00:00,Correctivo,8701.37,37,Planta Este,12,14
2075,222,2020-03-27 10:00:00,Correctivo,3517.79,36,Planta Oeste,13,12
2076,465,2020-03-27 11:00:00,Correctivo,7121.01,36,Planta Este,15,11
2077,94,2020-03-27 12:00:00,Correctivo,9544.46,41,Planta Este,4,12
2078,247,2020-03-27 13:00:00,Preventivo,1265.0,36,Planta Oeste,11,12
2079,281,2020-03-27 14:00:00,Correctivo,1794.92,26,Planta Oeste,20,10
2080,211,2020-03-27 15:00:00,Correctivo,5596.99,23,Planta Norte,10,9
2081,343,2020-03-27 16:00:00,Preventivo,3077.53,45,Planta Norte,15,13
2082,41,2020-03-27 17:00:00,Preventivo,1025.29,39,Planta Este,4,14
2083,26,2020-03-27 18:00:00,Preventivo,1876.35,24,Planta Este,10,10
2084,495,2020-03-27 19:00:00,Correctivo,8641.12,29,Planta Oeste,12,11
2085,445,2020-03-27 20:00:00,Preventivo,7485.46,9,Planta Norte,8,12
2086,201,2020-03-27 21:00:00,Preventivo,7434.23,8,Planta Norte,13,10
2087,96,2020-03-27 22:00:00,Preventivo,2513.27,30,Planta Oeste,12,10
2088,425,2020-03-27 23:00:00,Correctivo,7079.37,27,Planta Sur,10,10
2089,418,2020-03-28 00:00:00,Correctivo,3214.12,7,Planta Este,16,9
2090,60,2020-03-28 01:00:00,Correctivo,9527.44,5,Planta Sur,13,12
2091,290,2020-03-28 02:00:00,Correctivo,1489.32,35,Planta Norte,11,7
2092,385,2020-03-28 03:00:00,Preventivo,7854.06,45,Planta Norte,7,17
2093,1,2020-03-28 04:00:00,Preventivo,2645.45,28,Planta Este,10,10
2094,428,2020-03-28 05:00:00,Preventivo,9814.09,47,Planta Norte,17,10
2095,162,2020-03-28 06:00:00,Preventivo,4573.89,5,Planta Este,6,11
2096,377,2020-03-28 07:00:00,Correctivo,153.75,9,Planta Oeste,11,7
2097,165,2020-03-28 08:00:00,Correctivo,2684.45,29,Planta Este,6,6
2098,89,2020-03-28 09:00:00,Correctivo,2960.96,33,Planta Norte,19,8
2099,196,2020-03-28 10:00:00,Preventivo,8298.17,44,Planta Oeste,11,13
2100,443,2020-03-28 11:00:00,Preventivo,4717.6,37,Planta Este,19,13
2101,76,2020-03-28 12:00:00,Correctivo,3233.37,5,Planta Norte,16,10
2102,203,2020-03-28 13:00:00,Correctivo,7700.41,43,Planta Norte,9,7
2103,12,2020-03-28 14:00:00,Correctivo,195.07,11,Planta Oeste,14,11
2104,23,2020-03-28 15:00:00,Preventivo,7979.78,19,Planta Este,12,12
2105,64,2020-03-28 16:00:00,Preventivo,1980.83,8,Planta Norte,18,10
2106,122,2020-03-28 17:00:00,Preventivo,591.25,20,Planta Oeste,14,9
2107,17,2020-03-28 18:00:00,Correctivo,3876.34,27,Planta Oeste,10,14
2108,128,2020-03-28 19:00:00,Preventivo,518.5,42,Planta Norte,13,12
2109,96,2020-03-28 20:00:00,Correctivo,8075.02,31,Planta Norte,12,10
2110,149,2020-03-28 21:00:00,Preventivo,2010.53,29,Planta Oeste,6,10
2111,382,2020-03-28 22:00:00,Preventivo,2105.6,12,Planta Norte,9,6
2112,418,2020-03-28 23:00:00,Correctivo,134.53,25,Planta Oeste,16,9
2113,201,2020-03-29 00:00:00,Correctivo,8698.25,38,Planta Oeste,13,10
2114,272,2020-03-29 01:00:00,Correctivo,6190.76,33,Planta Oeste,8,5
2115,299,2020-03-29 02:00:00,Correctivo,8360.31,10,Planta Norte,5,13
2116,372,2020-03-29 03:00:00,Preventivo,5872.61,38,Planta Este,15,9
2117,447,2020-03-29 04:00:00,Preventivo,1230.54,42,Planta Sur,12,13
2118,66,2020-03-29 05:00:00,Correctivo,7138.59,1,Planta Oeste,13,6
2119,456,2020-03-29 06:00:00,Correctivo,5814.89,41,Planta Sur,10,9
2120,263,2020-03-29 07:00:00,Preventivo,9984.14,9,Planta Sur,10,9
2121,262,2020-03-29 08:00:00,Correctivo,3540.12,15,Planta Este,9,10
2122,366,2020-03-29 09:00:00,Correctivo,7037.44,23,Planta Sur,18,5
2123,32,2020-03-29 10:00:00,Correctivo,7236.61,5,Planta Oeste,14,12
2124,187,2020-03-29 11:00:00,Preventivo,4735.1,4,Planta Oeste,12,13
2125,193,2020-03-29 12:00:00,Preventivo,2239.93,34,Planta Oeste,14,12
2126,154,2020-03-29 13:00:00,Correctivo,4780.93,27,Planta Este,7,10
2127,169,2020-03-29 14:00:00,Preventivo,7063.15,23,Planta Este,11,10
2128,156,2020-03-29 15:00:00,Preventivo,3429.95,22,Planta Sur,14,9
2129,18,2020-03-29 16:00:00,Preventivo,7707.54,11,Planta Norte,10,10
2130,185,2020-03-29 17:00:00,Correctivo,3433.51,28,Planta Oeste,7,11
2131,67,2020-03-29 18:00:00,Preventivo,3499.46,34,Planta Oeste,6,8
2132,289,2020-03-29 19:00:00,Correctivo,1883.03,39,Planta Oeste,15,8
2133,481,2020-03-29 20:00:00,Preventivo,4539.56,30,Planta Sur,4,9
2134,84,2020-03-29 21:00:00,Preventivo,204.79,39,Planta Norte,7,8
2135,432,2020-03-29 22:00:00,Correctivo,2486.47,47,Planta Oeste,8,8
2136,274,2020-03-29 23:00:00,Correctivo,1037.02,39,Planta Este,7,5
2137,434,2020-03-30 00:00:00,Correctivo,8632.19,26,Planta Norte,10,9
2138,371,2020-03-30 01:00:00,Preventivo,4180.55,26,Planta Oeste,10,13
2139,37,2020-03-30 02:00:00,Preventivo,5217.97,8,Planta Sur,15,11
2140,174,2020-03-30 03:00:00,Preventivo,7728.12,45,Planta Oeste,9,11
2141,458,2020-03-30 04:00:00,Correctivo,2434.08,18,Planta Sur,5,9
2142,163,2020-03-30 05:00:00,Correctivo,7667.26,40,Planta Oeste,11,10
2143,329,2020-03-30 06:00:00,Correctivo,6998.3,32,Planta Norte,12,12
2144,462,2020-03-30 07:00:00,Preventivo,8645.18,1,Planta Oeste,4,8
2145,465,2020-03-30 08:00:00,Preventivo,1405.32,14,Planta Sur,15,11
2146,90,2020-03-30 09:00:00,Preventivo,6242.91,7,Planta Sur,11,7
2147,141,2020-03-30 10:00:00,Preventivo,4989.38,2,Planta Norte,19,14
2148,47,2020-03-30 11:00:00,Correctivo,2085.5,13,Planta Oeste,7,8
2149,150,2020-03-30 12:00:00,Preventivo,4905.72,8,Planta Sur,8,10
2150,255,2020-03-30 13:00:00,Preventivo,8729.96,26,Planta Norte,12,12
2151,359,2020-03-30 14:00:00,Preventivo,2241.63,5,Planta Norte,6,13
2152,76,2020-03-30 15:00:00,Correctivo,5443.04,35,Planta Oeste,16,10
2153,41,2020-03-30 16:00:00,Correctivo,7119.13,9,Planta Norte,4,14
2154,326,2020-03-30 17:00:00,Correctivo,1787.51,15,Planta Oeste,11,7
2155,488,2020-03-30 18:00:00,Preventivo,9463.93,1,Planta Oeste,11,23
2156,315,2020-03-30 19:00:00,Preventivo,5224.35,34,Planta Oeste,12,13
2157,238,2020-03-30 20:00:00,Preventivo,8877.91,32,Planta Sur,8,14
2158,369,2020-03-30 21:00:00,Correctivo,6538.38,1,Planta Norte,6,10
2159,303,2020-03-30 22:00:00,Preventivo,6436.67,31,Planta Oeste,12,13
2160,350,2020-03-30 23:00:00,Correctivo,327.49,36,Planta Este,11,6
2161,488,2020-03-31 00:00:00,Correctivo,1947.23,44,Planta Sur,11,23
2162,208,2020-03-31 01:00:00,Preventivo,8814.34,3,Planta Oeste,5,8
2163,226,2020-03-31 02:00:00,Preventivo,3126.8,8,Planta Oeste,10,6
2164,258,2020-03-31 03:00:00,Preventivo,3176.72,8,Planta Norte,7,9
2165,336,2020-03-31 04:00:00,Preventivo,9236.3,44,Planta Este,8,13
2166,48,2020-03-31 05:00:00,Preventivo,2025.66,36,Planta Sur,9,9
2167,475,2020-03-31 06:00:00,Preventivo,7157.74,6,Planta Sur,9,6
2168,423,2020-03-31 07:00:00,Correctivo,2208.83,42,Planta Oeste,11,13
2169,408,2020-03-31 08:00:00,Preventivo,2303.69,10,Planta Sur,8,17
2170,303,2020-03-31 09:00:00,Correctivo,1686.96,11,Planta Oeste,12,13
2171,153,2020-03-31 10:00:00,Preventivo,2881.64,28,Planta Sur,13,15
2172,11,2020-03-31 11:00:00,Correctivo,1872.93,27,Planta Sur,9,10
2173,282,2020-03-31 12:00:00,Preventivo,1491.6,34,Planta Sur,6,9
2174,349,2020-03-31 13:00:00,Preventivo,4894.3,42,Planta Oeste,8,11
2175,201,2020-03-31 14:00:00,Correctivo,2581.14,35,Planta Sur,13,10
2176,346,2020-03-31 15:00:00,Preventivo,3395.14,39,Planta Sur,9,8
2177,311,2020-03-31 16:00:00,Correctivo,4461.68,13,Planta Oeste,16,11
2178,466,2020-03-31 17:00:00,Correctivo,7094.59,5,Planta Oeste,10,4
2179,495,2020-03-31 18:00:00,Correctivo,4406.32,7,Planta Sur,12,11
2180,197,2020-03-31 19:00:00,Correctivo,1397.03,18,Planta Sur,11,11
2181,129,2020-03-31 20:00:00,Preventivo,581.96,5,Planta Sur,10,12
2182,114,2020-03-31 21:00:00,Correctivo,2401.12,30,Planta Oeste,15,7
2183,252,2020-03-31 22:00:00,Correctivo,5181.27,9,Planta Sur,7,13
2184,447,2020-03-31 23:00:00,Correctivo,509.21,46,Planta Este,12,13
2185,489,2020-04-01 00:00:00,Correctivo,991.57,11,Planta Este,17,12
2186,444,2020-04-01 01:00:00,Correctivo,8546.47,32,Planta Norte,12,12
2187,355,2020-04-01 02:00:00,Correctivo,6305.58,21,Planta Sur,4,7
2188,467,2020-04-01 03:00:00,Preventivo,9883.88,3,Planta Este,14,8
2189,402,2020-04-01 04:00:00,Preventivo,5750.26,9,Planta Norte,12,7
2190,430,2020-04-01 05:00:00,Preventivo,7970.8,30,Planta Oeste,15,10
2191,8,2020-04-01 06:00:00,Preventivo,3765.12,15,Planta Este,16,11
2192,184,2020-04-01 07:00:00,Preventivo,5265.22,28,Planta Norte,11,7
2193,406,2020-04-01 08:00:00,Preventivo,7966.77,32,Planta Norte,10,10
2194,57,2020-04-01 09:00:00,Preventivo,8533.22,22,Planta Norte,9,14
2195,225,2020-04-01 10:00:00,Correctivo,5208.67,1,Planta Sur,12,17
2196,364,2020-04-01 11:00:00,Correctivo,6200.83,1,Planta Oeste,6,15
2197,379,2020-04-01 12:00:00,Preventivo,7745.48,12,Planta Oeste,10,11
2198,228,2020-04-01 13:00:00,Correctivo,4821.98,12,Planta Oeste,7,5
2199,61,2020-04-01 14:00:00,Preventivo,110.56,11,Planta Sur,11,7
2200,374,2020-04-01 15:00:00,Correctivo,5108.16,31,Planta Sur,10,3
2201,282,2020-04-01 16:00:00,Correctivo,2408.58,32,Planta Este,6,9
2202,265,2020-04-01 17:00:00,Correctivo,1852.38,23,Planta Oeste,9,2
2203,160,2020-04-01 18:00:00,Preventivo,7829.39,8,Planta Oeste,12,9
2204,423,2020-04-01 19:00:00,Preventivo,7098.6,10,Planta Este,11,13
2205,287,2020-04-01 20:00:00,Correctivo,8206.76,4,Planta Norte,10,6
2206,206,2020-04-01 21:00:00,Correctivo,5237.79,6,Planta Sur,10,6
2207,225,2020-04-01 22:00:00,Correctivo,6956.92,35,Planta Este,12,17
2208,87,2020-04-01 23:00:00,Correctivo,9801.45,33,Planta Este,8,9
2209,329,2020-04-02 00:00:00,Correctivo,1112.08,21,Planta Norte,12,12
2210,322,2020-04-02 01:00:00,Correctivo,9354.46,34,Planta Este,8,7
2211,380,2020-04-02 02:00:00,Preventivo,690.97,25,Planta Oeste,10,6
2212,40,2020-04-02 03:00:00,Preventivo,9028.33,40,Planta Oeste,7,13
